Client Order ID,Instrument,Side,Price,Quantity
aaa44154,Lotus,1,2.12,650
aaa44155,Lavender,2,89.51,440
aaa44156,Lavender,2,84.96,400
aaa44157,Rose,2,89.87,120
aaa44158,Rose,2,24.65,20
aaa44159,Rose,2,78.82,140
aaa44160,Tulip,1,23.07,840
aaa44161,Lotus,1,29.29,80
aaa44162,Rose,1,39.05,450
aaa44163,Lavender,2,95.94,880
aaa44164,Rose,2,82.14,480
aaa44165,Lavender,2,93.40,290
aaa44166,Lavender,1,72.17,780
aaa44167,Orchid,2,86.90,450
aaa44168,Lotus,1,82.72,560
aaa44169,Orchid,2,59.19,50
aaa44170,Orchid,2,69.48,310
aaa44171,Lotus,1,66.44,790
aaa44172,Lotus,1,36.59,190
aaa44173,Orchid,1,39.91,240
aaa44174,Rose,2,3.44,140
aaa44175,Orchid,1,2.98,200
aaa44176,Tulip,1,63.56,150
aaa44177,Rose,1,28.40,440
aaa44178,Lotus,1,86.46,360
aaa44179,Rose,1,77.02,470
aaa44180,Lotus,2,17.13,560
aaa44181,Tulip,1,55.11,990
aaa44182,Lavender,2,81.15,740
aaa44183,Lotus,2,79.68,750
aaa44184,Tulip,1,8.64,770
aaa44185,Orchid,2,87.44,580
aaa44186,Lotus,2,12.66,960
aaa44187,Lotus,2,52.54,250
aaa44188,Lotus,1,49.60,120
aaa44189,Lavender,2,65.20,880
aaa44190,Lavender,1,96.00,600
aaa44191,Lotus,2,33.09,750
aaa44192,Tulip,2,18.53,160
aaa44193,Lavender,1,1.69,430
aaa44194,Lotus,1,54.00,780
aaa44195,Orchid,2,50.72,750
aaa44196,Lotus,2,4.09,950
aaa44197,Orchid,1,52.86,310
aaa44198,Orchid,1,69.43,140
aaa44199,Lotus,2,33.12,910
aaa44200,Lotus,2,64.20,750
aaa44201,Rose,1,64.22,350
aaa44202,Lotus,2,65.37,800
aaa44203,Tulip,1,84.33,600
aaa44204,Tulip,2,41.82,390
aaa44205,Lotus,2,90.66,800
aaa44206,Orchid,1,84.64,970
aaa44207,Lotus,2,26.98,110
aaa44208,Orchid,1,23.31,150
aaa44209,Orchid,2,95.47,270
aaa44210,Rose,2,41.73,660
aaa44211,Rose,1,51.37,380
aaa44212,Lotus,1,37.61,350
aaa44213,Lavender,1,28.19,340
aaa44214,Lavender,1,75.53,630
aaa44215,Orchid,2,46.48,850
aaa44216,Rose,1,31.45,400
aaa44217,Tulip,1,38.11,180
aaa44218,Tulip,1,6.04,640
aaa44219,Tulip,1,50.42,290
aaa44220,Lavender,1,57.19,410
aaa44221,Orchid,1,11.79,970
aaa44222,Rose,2,42.65,260
aaa44223,Tulip,2,50.93,560
aaa44224,Tulip,1,40.31,700
aaa44225,Lavender,2,7.50,780
aaa44226,Orchid,2,28.29,290
aaa44227,Rose,1,96.57,760
aaa44228,Lavender,1,76.87,880
aaa44229,Lavender,2,10.11,910
aaa44230,Rose,2,12.37,230
aaa44231,Lotus,2,58.72,780
aaa44232,Orchid,2,55.23,590
aaa44233,Lotus,2,59.92,430
aaa44234,Lavender,2,68.20,550
aaa44235,Rose,1,41.74,410
aaa44236,Lavender,1,20.03,870
aaa44237,Rose,2,20.93,980
aaa44238,Tulip,1,63.49,250
aaa44239,Orchid,1,2.79,80
aaa44240,Rose,2,99.38,240
aaa44241,Lavender,1,99.22,500
aaa44242,Tulip,2,98.75,820
aaa44243,Rose,2,24.22,700
aaa44244,Rose,1,40.10,290
aaa44245,Orchid,1,3.21,550
aaa44246,Rose,1,25.15,600
aaa44247,Orchid,1,16.71,190
aaa44248,Orchid,1,98.81,220
aaa44249,Lotus,1,38.79,740
aaa44250,Tulip,1,78.11,70
aaa44251,Lavender,1,91.90,620
aaa44252,Tulip,2,88.02,490
aaa44253,Lotus,2,63.28,480
aaa44254,Rose,1,68.29,790
aaa44255,Rose,1,2.83,710
aaa44256,Tulip,1,10.17,590
aaa44257,Lotus,1,97.48,820
aaa44258,Orchid,1,29.29,120
aaa44259,Tulip,2,68.58,580
aaa44260,Rose,1,30.82,160
aaa44261,Tulip,1,50.32,290
aaa44262,Rose,1,7.94,450
aaa44263,Orchid,2,89.66,290
aaa44264,Lotus,1,81.40,820
aaa44265,Tulip,2,46.42,400
aaa44266,Lavender,2,28.66,280
aaa44267,Lavender,2,15.35,210
aaa44268,Lavender,2,40.39,640
aaa44269,Lotus,1,48.32,820
aaa44270,Rose,1,22.60,960
aaa44271,Orchid,2,93.53,110
aaa44272,Tulip,2,23.20,450
aaa44273,Rose,1,81.48,620
aaa44274,Lotus,2,24.43,450
aaa44275,Lotus,1,88.78,410
aaa44276,Tulip,1,78.92,190
aaa44277,Rose,2,39.54,40
aaa44278,Rose,2,29.72,770
aaa44279,Tulip,1,43.90,920
aaa44280,Rose,1,85.14,840
aaa44281,Tulip,2,90.34,780
aaa44282,Orchid,2,2.35,760
aaa44283,Orchid,2,21.64,470
aaa44284,Orchid,2,93.92,520
aaa44285,Lotus,2,65.58,230
aaa44286,Lotus,2,82.05,680
aaa44287,Lavender,2,52.35,640
aaa44288,Lavender,1,46.50,620
aaa44289,Lotus,2,57.45,980
aaa44290,Orchid,2,35.08,230
aaa44291,Orchid,1,15.19,210
aaa44292,Lotus,1,57.53,660
aaa44293,Lotus,2,60.58,60
aaa44294,Orchid,2,7.77,740
aaa44295,Tulip,2,75.50,260
aaa44296,Rose,1,0.16,960
aaa44297,Lavender,2,78.26,400
aaa44298,Lavender,2,99.21,870
aaa44299,Tulip,2,1.46,280
aaa44300,Lotus,1,90.83,30
aaa44301,Lavender,2,2.22,760
aaa44302,Rose,2,35.70,630
aaa44303,Tulip,1,95.11,530
aaa44304,Lavender,2,4.75,510
aaa44305,Tulip,1,82.69,0
aaa44306,Orchid,1,28.50,960
aaa44307,Lotus,1,41.32,50
aaa44308,Orchid,2,95.01,850
aaa44309,Lavender,2,45.24,180
aaa44310,Rose,2,53.10,210
aaa44311,Rose,2,69.38,230
aaa44312,Rose,1,34.15,860
aaa44313,Orchid,1,48.22,60
aaa44314,Orchid,2,61.59,100
aaa44315,Rose,2,1.39,80
aaa44316,Lavender,1,90.53,20
aaa44317,Orchid,1,7.29,800
aaa44318,Lotus,1,27.44,720
aaa44319,Rose,1,91.55,460
aaa44320,Rose,2,82.88,270
aaa44321,Lavender,1,50.88,100
aaa44322,Rose,1,29.75,0
aaa44323,Orchid,1,61.27,10
aaa44324,Rose,2,39.35,140
aaa44325,Orchid,2,1.84,50
aaa44326,Rose,1,57.88,820
aaa44327,Lotus,1,95.73,60
aaa44328,Rose,1,4.87,540
aaa44329,Lotus,1,32.78,70
aaa44330,Lotus,2,94.47,210
aaa44331,Lavender,2,64.76,580
aaa44332,Rose,2,65.62,660
aaa44333,Orchid,1,58.13,290
aaa44334,Tulip,2,39.04,140
aaa44335,Lotus,2,19.58,240
aaa44336,Orchid,1,11.53,390
aaa44337,Rose,1,3.01,530
aaa44338,Rose,1,89.73,490
aaa44339,Orchid,2,71.42,150
aaa44340,Lotus,2,83.90,930
aaa44341,Lotus,2,9.52,320
aaa44342,Orchid,1,34.50,800
aaa44343,Lavender,1,29.26,660
aaa44344,Lavender,1,68.46,50
aaa44345,Orchid,2,79.16,190
aaa44346,Rose,1,92.41,830
aaa44347,Tulip,1,50.44,450
aaa44348,Rose,1,74.50,540
aaa44349,Orchid,1,94.59,410
aaa44350,Lotus,2,21.91,150
aaa44351,Tulip,2,82.37,730
aaa44352,Tulip,2,77.63,290
aaa44353,Tulip,1,15.13,960
aaa44354,Rose,2,16.69,20
aaa44355,Tulip,1,91.78,50
aaa44356,Lotus,2,7.41,430
aaa44357,Tulip,1,5.25,350
aaa44358,Lotus,2,73.23,840
aaa44359,Rose,2,57.00,960
aaa44360,Lotus,2,28.86,220
aaa44361,Tulip,1,42.09,680
aaa44362,Orchid,1,96.69,400
aaa44363,Lotus,2,57.86,810
aaa44364,Lavender,1,26.29,260
aaa44365,Orchid,2,49.03,900
aaa44366,Lavender,2,49.12,90
aaa44367,Tulip,2,10.03,150
aaa44368,Lotus,2,70.74,350
aaa44369,Tulip,2,88.58,750
aaa44370,Tulip,1,53.86,810
aaa44371,Lotus,1,39.14,790
aaa44372,Tulip,1,93.09,560
aaa44373,Lavender,1,23.66,340
aaa44374,Orchid,2,17.33,180
aaa44375,Orchid,2,12.73,930
aaa44376,Rose,1,10.10,130
aaa44377,Rose,1,58.37,170
aaa44378,Lavender,1,64.05,460
aaa44379,Lotus,1,71.47,950
aaa44380,Tulip,1,42.57,890
aaa44381,Tulip,2,87.09,840
aaa44382,Lotus,1,45.97,430
aaa44383,Lotus,1,10.30,110
aaa44384,Lotus,2,31.24,840
aaa44385,Orchid,2,74.66,840
aaa44386,Lotus,1,94.96,190
aaa44387,Rose,2,10.62,160
aaa44388,Rose,1,91.22,480
aaa44389,Rose,2,50.95,650
aaa44390,Orchid,2,92.33,290
aaa44391,Rose,2,88.04,400
aaa44392,Lotus,2,95.76,870
aaa44393,Lavender,1,61.40,650
aaa44394,Rose,1,20.61,580
aaa44395,Rose,1,51.92,850
aaa44396,Lotus,1,36.31,410
aaa44397,Lotus,2,95.56,270
aaa44398,Orchid,1,63.84,510
aaa44399,Orchid,1,31.26,280
aaa44400,Orchid,1,66.35,100
aaa44401,Tulip,1,0.49,670
aaa44402,Orchid,1,69.67,430
aaa44403,Lavender,2,22.04,200
aaa44404,Tulip,2,85.97,850
aaa44405,Lotus,2,59.24,390
aaa44406,Lotus,2,89.34,60
aaa44407,Rose,1,52.50,550
aaa44408,Rose,2,41.39,270
aaa44409,Rose,1,31.87,810
aaa44410,Lavender,2,73.92,970
aaa44411,Tulip,1,42.61,190
aaa44412,Rose,2,66.57,290
aaa44413,Lotus,2,7.53,60
aaa44414,Lotus,1,3.03,940
aaa44415,Lavender,2,49.46,780
aaa44416,Tulip,1,33.13,130
aaa44417,Tulip,1,87.12,790
aaa44418,Lotus,2,85.92,280
aaa44419,Rose,2,98.86,400
aaa44420,Rose,2,48.86,930
aaa44421,Orchid,2,19.87,760
aaa44422,Lotus,1,48.98,290
aaa44423,Lotus,1,31.25,250
aaa44424,Tulip,2,6.85,20
aaa44425,Tulip,2,36.50,580
aaa44426,Rose,1,84.92,450
aaa44427,Tulip,1,17.46,880
aaa44428,Orchid,1,73.70,100
aaa44429,Orchid,1,14.02,520
aaa44430,Rose,2,15.33,190
aaa44431,Tulip,1,5.97,830
aaa44432,Tulip,1,59.17,340
aaa44433,Tulip,2,31.56,470
aaa44434,Lotus,2,40.47,700
aaa44435,Lotus,2,66.35,840
aaa44436,Tulip,2,88.22,550
aaa44437,Lavender,2,33.86,420
aaa44438,Lotus,2,20.63,560
aaa44439,Orchid,2,4.92,720
aaa44440,Lavender,1,96.06,360
aaa44441,Lotus,1,28.14,700
aaa44442,Tulip,2,22.56,350
aaa44443,Lotus,1,24.96,140
aaa44444,Lotus,2,92.95,320
aaa44445,Lotus,1,20.87,850
aaa44446,Lotus,1,48.75,750
aaa44447,Rose,1,8.69,600
aaa44448,Lotus,1,45.29,80
aaa44449,Orchid,2,93.54,360
aaa44450,Lotus,1,30.61,830
aaa44451,Lavender,2,90.90,80
aaa44452,Lotus,1,66.63,420
aaa44453,Rose,2,99.22,900
aaa44454,Lotus,1,93.13,0
aaa44455,Rose,1,83.33,630
aaa44456,Orchid,1,67.22,30
aaa44457,Lavender,1,49.50,260
aaa44458,Lavender,1,48.42,150
aaa44459,Lotus,2,92.17,130
aaa44460,Rose,1,15.87,600
aaa44461,Tulip,1,97.96,20
aaa44462,Lavender,1,72.90,390
aaa44463,Orchid,1,73.96,280
aaa44464,Orchid,1,27.21,110
aaa44465,Lotus,1,31.92,740
aaa44466,Orchid,1,74.27,330
aaa44467,Tulip,1,98.84,570
aaa44468,Tulip,1,98.58,170
aaa44469,Rose,2,27.66,240
aaa44470,Tulip,2,83.34,80
aaa44471,Tulip,2,15.98,360
aaa44472,Orchid,2,66.54,280
aaa44473,Orchid,2,37.61,650
aaa44474,Lavender,2,45.87,870
aaa44475,Lavender,1,0.40,860
aaa44476,Tulip,1,67.78,630
aaa44477,Lavender,1,72.24,130
aaa44478,Rose,1,24.19,990
aaa44479,Lavender,1,87.79,230
aaa44480,Tulip,2,96.30,400
aaa44481,Lotus,1,92.94,910
aaa44482,Lotus,1,57.40,190
aaa44483,Rose,1,4.87,60
aaa44484,Rose,2,29.52,570
aaa44485,Rose,1,41.93,810
aaa44486,Lotus,2,65.66,880
aaa44487,Tulip,2,22.70,720
aaa44488,Lotus,1,18.36,430
aaa44489,Lotus,1,65.78,10
aaa44490,Tulip,1,55.52,500
aaa44491,Orchid,1,19.01,770
aaa44492,Lotus,2,56.46,200
aaa44493,Tulip,1,0.12,170
aaa44494,Lotus,2,50.73,20
aaa44495,Tulip,2,47.17,50
aaa44496,Lavender,1,33.44,380
aaa44497,Rose,2,74.41,130
aaa44498,Rose,1,71.73,510
aaa44499,Lavender,2,34.25,340
aaa44500,Orchid,1,98.03,710
aaa44501,Rose,2,61.92,150
aaa44502,Lotus,2,85.43,610
aaa44503,Rose,1,89.70,960
aaa44504,Rose,2,21.84,880
aaa44505,Rose,2,18.74,140
aaa44506,Tulip,1,61.41,210
aaa44507,Tulip,2,73.42,480
aaa44508,Orchid,2,85.63,530
aaa44509,Tulip,1,68.73,520
aaa44510,Lavender,2,75.46,420
aaa44511,Lavender,1,6.83,110
aaa44512,Orchid,1,70.20,0
aaa44513,Lotus,1,31.30,90
aaa44514,Lavender,2,61.86,10
aaa44515,Lavender,1,70.88,700
aaa44516,Rose,2,59.91,100
aaa44517,Tulip,2,79.05,270
aaa44518,Tulip,2,19.69,240
aaa44519,Rose,1,3.68,580
aaa44520,Orchid,1,29.53,350
aaa44521,Rose,2,26.23,380
aaa44522,Orchid,1,13.28,910
aaa44523,Orchid,1,2.66,700
aaa44524,Lavender,1,48.80,590
aaa44525,Lotus,1,90.38,540
aaa44526,Lavender,2,27.17,920
aaa44527,Rose,1,29.84,860
aaa44528,Rose,2,49.34,130
aaa44529,Orchid,1,15.21,850
aaa44530,Tulip,2,77.72,600
aaa44531,Lotus,2,21.75,950
aaa44532,Lotus,1,13.32,270
aaa44533,Rose,1,54.07,690
aaa44534,Tulip,1,14.37,110
aaa44535,Lotus,2,35.30,150
aaa44536,Lotus,1,98.59,280
aaa44537,Lavender,1,86.59,180
aaa44538,Rose,2,5.73,640
aaa44539,Orchid,1,21.34,680
aaa44540,Orchid,2,23.77,240
aaa44541,Lavender,1,18.22,650
aaa44542,Orchid,2,55.25,560
aaa44543,Lotus,2,45.97,780
aaa44544,Lavender,2,3.18,520
aaa44545,Lavender,1,25.05,0
aaa44546,Rose,1,19.57,630
aaa44547,Lavender,1,13.33,730
aaa44548,Rose,2,0.07,620
aaa44549,Tulip,2,55.23,60
aaa44550,Orchid,2,45.75,810
aaa44551,Tulip,1,25.78,280
aaa44552,Lavender,1,93.76,220
aaa44553,Lotus,2,15.69,370
aaa44554,Lavender,2,32.96,610
aaa44555,Tulip,1,69.10,80
aaa44556,Lotus,1,99.66,350
aaa44557,Rose,2,54.87,870
aaa44558,Tulip,1,17.13,30
aaa44559,Tulip,1,55.32,360
aaa44560,Orchid,1,0.03,50
aaa44561,Orchid,1,23.56,210
aaa44562,Rose,2,31.72,920
aaa44563,Orchid,2,71.13,200
aaa44564,Lavender,1,99.16,450
aaa44565,Lavender,2,20.85,620
aaa44566,Lavender,2,84.52,730
aaa44567,Lavender,1,7.93,730
aaa44568,Rose,2,84.66,720
aaa44569,Rose,2,37.63,0
aaa44570,Tulip,1,46.76,770
aaa44571,Orchid,1,24.90,280
aaa44572,Lavender,2,16.32,180
aaa44573,Rose,2,43.07,770
aaa44574,Lavender,2,79.15,970
aaa44575,Lotus,1,13.43,690
aaa44576,Lavender,1,47.77,0
aaa44577,Lotus,2,0.88,950
aaa44578,Tulip,2,50.05,940
aaa44579,Lotus,2,21.83,930
aaa44580,Lavender,1,76.47,800
aaa44581,Tulip,2,7.92,540
aaa44582,Rose,1,21.10,350
aaa44583,Rose,2,43.55,170
aaa44584,Lavender,2,28.88,540
aaa44585,Rose,2,63.29,630
aaa44586,Orchid,1,73.48,800
aaa44587,Rose,1,41.54,700
aaa44588,Orchid,1,51.27,770
aaa44589,Lotus,2,91.60,130
aaa44590,Orchid,2,67.44,0
aaa44591,Orchid,2,27.50,890
aaa44592,Lavender,2,45.35,400
aaa44593,Tulip,1,19.03,450
aaa44594,Lotus,1,13.44,320
aaa44595,Lavender,2,99.22,20
aaa44596,Lotus,2,70.04,920
aaa44597,Lotus,1,49.48,590
aaa44598,Orchid,2,39.82,10
aaa44599,Rose,2,36.85,730
aaa44600,Lavender,2,16.63,250
aaa44601,Tulip,2,2.34,530
aaa44602,Lavender,1,90.20,250
aaa44603,Lavender,2,6.38,40
aaa44604,Orchid,1,27.57,330
aaa44605,Lotus,1,19.47,770
aaa44606,Rose,2,75.61,940
aaa44607,Rose,1,56.92,300
aaa44608,Tulip,1,70.91,240
aaa44609,Lotus,2,61.99,990
aaa44610,Orchid,2,35.91,220
aaa44611,Orchid,2,4.45,440
aaa44612,Lotus,1,87.90,560
aaa44613,Rose,1,42.19,500
aaa44614,Tulip,1,78.27,620
aaa44615,Lotus,2,80.97,700
aaa44616,Tulip,1,99.17,980
aaa44617,Orchid,2,89.83,790
aaa44618,Orchid,2,97.39,340
aaa44619,Orchid,2,23.48,380
aaa44620,Tulip,2,72.36,420
aaa44621,Orchid,2,37.80,390
aaa44622,Orchid,1,56.03,640
aaa44623,Rose,1,44.35,590
aaa44624,Lotus,2,3.81,450
aaa44625,Lotus,1,32.42,490
aaa44626,Orchid,2,68.81,460
aaa44627,Orchid,2,19.71,670
aaa44628,Lotus,2,42.27,830
aaa44629,Tulip,2,72.29,720
aaa44630,Lavender,2,54.81,910
aaa44631,Lotus,2,6.81,600
aaa44632,Tulip,1,92.18,380
aaa44633,Tulip,2,75.61,50
aaa44634,Lotus,1,76.94,860
aaa44635,Lavender,1,96.40,210
aaa44636,Lavender,1,78.17,680
aaa44637,Rose,2,15.99,690
aaa44638,Tulip,2,95.79,740
aaa44639,Lavender,1,7.19,20
aaa44640,Lotus,2,89.45,770
aaa44641,Rose,1,68.12,760
aaa44642,Orchid,1,81.83,930
aaa44643,Rose,2,4.99,400
aaa44644,Rose,1,66.26,40
aaa44645,Lotus,1,84.02,610
aaa44646,Tulip,1,51.59,530
aaa44647,Rose,2,57.74,20
aaa44648,Rose,1,44.48,370
aaa44649,Orchid,1,92.78,540
aaa44650,Orchid,2,5.78,600
aaa44651,Lavender,1,85.34,850
aaa44652,Orchid,1,57.71,30
aaa44653,Orchid,1,19.39,160
aaa44654,Tulip,1,95.72,90
aaa44655,Rose,1,91.58,930
aaa44656,Orchid,1,63.38,60
aaa44657,Tulip,2,8.62,460
aaa44658,Lavender,2,3.79,490
aaa44659,Orchid,2,90.87,110
aaa44660,Rose,1,29.64,410
aaa44661,Lotus,1,53.89,430
aaa44662,Lotus,2,9.38,750
aaa44663,Tulip,2,58.32,250
aaa44664,Orchid,2,12.29,900
aaa44665,Rose,2,65.48,100
aaa44666,Orchid,2,44.49,950
aaa44667,Tulip,2,53.97,660
aaa44668,Tulip,1,15.41,690
aaa44669,Lotus,1,9.62,960
aaa44670,Lavender,1,84.53,740
aaa44671,Tulip,2,18.17,260
aaa44672,Lavender,2,61.81,510
aaa44673,Lotus,2,5.69,20
aaa44674,Rose,1,80.29,460
aaa44675,Tulip,2,34.49,700
aaa44676,Lotus,1,22.07,740
aaa44677,Lavender,1,72.95,150
aaa44678,Tulip,1,28.93,340
aaa44679,Tulip,1,35.57,480
aaa44680,Tulip,1,38.62,540
aaa44681,Rose,1,10.36,430
aaa44682,Tulip,1,51.90,170
aaa44683,Lavender,2,2.22,140
aaa44684,Orchid,1,73.51,270
aaa44685,Tulip,2,25.36,430
aaa44686,Lavender,2,95.87,510
aaa44687,Lavender,1,70.36,900
aaa44688,Lavender,1,14.10,640
aaa44689,Lavender,1,90.49,380
aaa44690,Lotus,1,86.81,610
aaa44691,Lotus,2,40.12,100
aaa44692,Lotus,2,27.98,740
aaa44693,Tulip,1,90.86,360
aaa44694,Lavender,1,53.39,470
aaa44695,Tulip,1,2.91,730
aaa44696,Lotus,1,9.88,640
aaa44697,Tulip,1,94.81,550
aaa44698,Lavender,2,92.87,170
aaa44699,Lotus,2,33.31,650
aaa44700,Lotus,1,93.37,110
aaa44701,Orchid,2,39.05,660
aaa44702,Lavender,2,58.83,460
aaa44703,Lavender,2,88.71,330
aaa44704,Rose,1,25.42,990
aaa44705,Orchid,2,26.66,510
aaa44706,Lavender,2,19.07,880
aaa44707,Tulip,2,62.34,240
aaa44708,Tulip,2,92.52,690
aaa44709,Rose,1,34.78,270
aaa44710,Orchid,1,81.64,720
aaa44711,Lotus,2,22.64,200
aaa44712,Lotus,1,9.31,400
aaa44713,Lavender,1,40.31,240
aaa44714,Orchid,2,64.77,140
aaa44715,Orchid,1,35.24,420
aaa44716,Tulip,2,3.37,590
aaa44717,Lavender,2,88.45,500
aaa44718,Rose,1,44.62,240
aaa44719,Orchid,1,81.15,160
aaa44720,Orchid,1,87.46,350
aaa44721,Rose,1,59.51,170
aaa44722,Rose,1,88.85,340
aaa44723,Rose,1,88.11,630
aaa44724,Orchid,1,27.07,900
aaa44725,Orchid,2,95.15,120
aaa44726,Rose,2,79.90,450
aaa44727,Lavender,2,47.20,370
aaa44728,Lavender,2,12.20,890
aaa44729,Rose,2,89.02,160
aaa44730,Lotus,2,94.82,350
aaa44731,Orchid,1,59.39,950
aaa44732,Tulip,2,64.35,250
aaa44733,Lotus,1,44.90,300
aaa44734,Orchid,2,39.07,580
aaa44735,Lotus,2,74.83,870
aaa44736,Lavender,1,10.52,560
aaa44737,Lotus,2,96.19,140
aaa44738,Lavender,1,33.41,940
aaa44739,Tulip,1,72.78,580
aaa44740,Lotus,2,97.50,360
aaa44741,Rose,2,88.97,620
aaa44742,Lavender,2,35.29,370
aaa44743,Rose,2,72.50,590
aaa44744,Lavender,2,21.23,990
aaa44745,Rose,2,53.34,640
aaa44746,Tulip,2,77.16,220
aaa44747,Tulip,2,83.61,130
aaa44748,Lotus,1,94.19,540
aaa44749,Lavender,1,10.70,270
aaa44750,Tulip,1,38.60,630
aaa44751,Tulip,2,17.72,20
aaa44752,Orchid,1,83.12,460
aaa44753,Rose,1,55.47,450
aaa44754,Orchid,2,91.34,460
aaa44755,Tulip,1,71.74,860
aaa44756,Rose,2,63.92,50
aaa44757,Lavender,2,92.06,740
aaa44758,Tulip,2,60.36,720
aaa44759,Lotus,2,44.80,130
aaa44760,Lavender,1,56.72,50
aaa44761,Lotus,2,71.67,580
aaa44762,Rose,1,58.79,310
aaa44763,Rose,1,10.71,750
aaa44764,Orchid,2,78.48,210
aaa44765,Lotus,2,34.27,100
aaa44766,Lavender,1,62.18,920
aaa44767,Lavender,1,72.38,780
aaa44768,Tulip,2,9.27,400
aaa44769,Lotus,2,71.18,590
aaa44770,Tulip,2,37.43,630
aaa44771,Orchid,2,41.02,810
aaa44772,Lavender,2,31.82,570
aaa44773,Lotus,2,76.93,830
aaa44774,Lotus,2,80.88,520
aaa44775,Lavender,2,98.50,680
aaa44776,Tulip,1,8.14,440
aaa44777,Orchid,2,81.24,660
aaa44778,Tulip,1,20.61,320
aaa44779,Lotus,2,4.99,920
aaa44780,Lotus,1,87.88,820
aaa44781,Lavender,2,11.86,130
aaa44782,Tulip,2,37.11,600
aaa44783,Orchid,2,7.83,980
aaa44784,Lotus,1,32.74,480
aaa44785,Rose,1,61.84,350
aaa44786,Rose,2,11.04,290
aaa44787,Tulip,2,23.97,630
aaa44788,Rose,2,41.92,50
aaa44789,Rose,1,21.69,190
aaa44790,Lavender,1,18.84,790
aaa44791,Rose,2,24.21,120
aaa44792,Lotus,2,11.46,240
aaa44793,Lotus,1,3.61,640
aaa44794,Lavender,1,78.93,590
aaa44795,Orchid,2,22.80,420
aaa44796,Orchid,1,26.03,330
aaa44797,Orchid,2,80.19,790
aaa44798,Tulip,1,11.93,570
aaa44799,Lavender,2,46.94,330
aaa44800,Rose,2,64.97,960
aaa44801,Orchid,2,56.74,610
aaa44802,Rose,2,23.04,0
aaa44803,Lotus,2,34.64,440
aaa44804,Lotus,1,94.20,600
aaa44805,Tulip,2,90.41,770
aaa44806,Lotus,1,74.61,600
aaa44807,Tulip,2,60.14,390
aaa44808,Lotus,1,21.45,620
aaa44809,Rose,1,2.54,530
aaa44810,Rose,1,83.12,500
aaa44811,Tulip,2,65.88,910
aaa44812,Orchid,1,99.63,20
aaa44813,Rose,1,47.83,140
aaa44814,Rose,1,33.20,690
aaa44815,Lotus,2,74.51,910
aaa44816,Tulip,2,62.70,210
aaa44817,Rose,2,79.80,440
aaa44818,Tulip,2,54.08,970
aaa44819,Lotus,1,15.90,720
aaa44820,Orchid,2,97.91,440
aaa44821,Rose,2,8.84,710
aaa44822,Tulip,2,81.87,200
aaa44823,Rose,2,13.66,800
aaa44824,Rose,1,68.75,980
aaa44825,Lotus,2,66.10,990
aaa44826,Rose,2,77.92,420
aaa44827,Lavender,1,3.07,690
aaa44828,Rose,2,44.51,110
aaa44829,Rose,2,59.06,330
aaa44830,Rose,2,46.09,130
aaa44831,Orchid,2,14.56,520
aaa44832,Tulip,1,61.96,470
aaa44833,Rose,1,90.46,90
aaa44834,Lotus,1,61.38,300
aaa44835,Orchid,1,43.65,350
aaa44836,Tulip,2,33.56,150
aaa44837,Lavender,2,75.94,350
aaa44838,Orchid,2,80.93,140
aaa44839,Lotus,2,7.12,940
aaa44840,Tulip,1,38.62,620
aaa44841,Lavender,1,75.66,410
aaa44842,Lavender,2,40.76,990
aaa44843,Rose,2,74.08,440
aaa44844,Rose,1,20.54,320
aaa44845,Lotus,1,79.85,830
aaa44846,Tulip,1,22.75,90
aaa44847,Tulip,1,76.36,210
aaa44848,Rose,2,33.60,540
aaa44849,Tulip,2,15.98,190
aaa44850,Lotus,2,39.15,820
aaa44851,Lavender,1,10.77,240
aaa44852,Lotus,2,49.66,540
aaa44853,Rose,1,46.67,310
aaa44854,Orchid,1,75.62,670
aaa44855,Lotus,2,77.52,170
aaa44856,Orchid,1,55.54,680
aaa44857,Lotus,2,59.84,770
aaa44858,Lavender,1,74.01,480
aaa44859,Rose,1,83.38,630
aaa44860,Tulip,1,26.46,710
aaa44861,Rose,1,31.69,700
aaa44862,Lavender,2,46.08,800
aaa44863,Orchid,2,30.11,160
aaa44864,Lavender,2,5.08,0
aaa44865,Rose,2,41.06,30
aaa44866,Rose,2,61.99,830
aaa44867,Tulip,2,54.09,160
aaa44868,Orchid,2,14.40,130
aaa44869,Lotus,2,36.06,220
aaa44870,Orchid,2,52.17,770
aaa44871,Rose,1,39.94,360
aaa44872,Lotus,1,71.57,680
aaa44873,Lotus,1,42.59,860
aaa44874,Tulip,1,3.43,70
aaa44875,Tulip,2,54.81,960
aaa44876,Tulip,2,14.27,220
aaa44877,Rose,1,87.93,680
aaa44878,Rose,2,62.65,680
aaa44879,Lotus,1,97.79,950
aaa44880,Tulip,2,46.97,610
aaa44881,Rose,2,42.29,120
aaa44882,Lavender,1,9.64,940
aaa44883,Orchid,2,67.66,30
aaa44884,Tulip,1,84.36,560
aaa44885,Orchid,2,13.13,790
aaa44886,Tulip,1,30.16,110
aaa44887,Rose,2,74.16,160
aaa44888,Orchid,2,55.70,50
aaa44889,Lavender,1,58.19,240
aaa44890,Lavender,1,10.92,950
aaa44891,Lotus,1,24.56,140
aaa44892,Lotus,1,77.65,880
aaa44893,Lotus,2,53.52,800
aaa44894,Orchid,1,78.82,890
aaa44895,Orchid,1,61.42,790
aaa44896,Tulip,1,25.81,690
aaa44897,Lotus,1,16.66,670
